PID,UR,Alias,Merged,Deleted,IHI,familyName,givenName,birthdate,sex,streetNo,streetName,streetType,suburb,state,postcode,country,longitude,latitude,medicareNo,dvaNo,dvaType,married,race,deathDate
500591,301182,300010,,,8003609903579462,JOHNSON-WHITE,SHELLY,2011-08-26,F,99951,HUNTERS CREEK,CRUISEWAY,South Morang,NT,2044,AUS,151.1781,-33.9159,24976625372,,,S,4,
500592,301184,,300000,,8003609903579249,SMITH,JANIE,1980-12-13,F,99959,HIGHLANDCV,TERRACE,Cornwallis,SA,4498,AUS,149.7636,-28.2225,41553023145,,,M,4,
500593,301186,,,,8003609903605838,SMITH,JERRY,1992-07-06,M,99901,OSTLER,COURT,Sandy Beach,WA,3329,AUS,143.9163,-37.9662,33130797351,NA384959B,WHT,D,4,
500594,301188,,,,8003609903605879,SMITH,EUGENE,1939-07-25,M,99955,PINE KNOT,ESPLANADE,The Junction,VIC,5109,AUS,138.6667,-34.7592,50124626052,,,S,1,
500595,301190,300000,,,8003609903579249,SMITH (nee TAYLOR),JANIE,1980-12-13,F,99959,HIGHLANDCV,TERRACE,Cornwallis,SA,4498,AUS,149.7636,-28.2225,41553023145,,,M,4,
500596,301192,,,,8003609903605952,JOHNSON,MARY,2011-02-28,F,99907,STATION CREEK,AVENUE,Dutton East,WA,3013,AUS,144.8826,-37.8180,38433050065,,,S,4,
500597,301194,,,,8003609903605994,BROWN,SAMUEL,1946-03-16,M,99903,CROWN ROSE,CRESCENT,Koorawatha,TAS,3184,AUS,144.9855,-37.8810,39404671863,,,M,4,
500598,301196,,,,8003609903606042,BROWN,LAURA,1961-05-25,F,99976,CUMBRIA,DRIVE,Gum Flat,VIC,4744,AUS,147.8808,-21.9153,46646701663,,,M,4,
500599,301198,,,,8003609903606091,WILLIAMS,VERNON,1932-11-08,M,99981,AUTUMN VISTAS,BOULEVARD,Meerlieu,TAS,4557,AUS,153.1024,-26.7003,42382211724,,,M,4,
500600,301200,,,,8003609903606133,BROWN,CLARA,1982-11-02,F,99998,MIRIAM,LANE,Bunburra,TAS,2206,AUS,151.1312,-33.9249,27497809423,,,M,4,
500601,301202,,,,8003609903606174,SMITH,GLADYS,1943-07-20,F,99904,MEADOW FARM,AVENUE,Tralee,VIC,6506,AUS,116.0534,-31.0102,68446430341,,,M,4,
500602,301204,,,,8003609903606224,SMITH,LEE,1984-03-18,M,99917,ADAMS GARDEN,WAY,Gidya,SA,2756,AUS,150.8717,-33.5841,27913286464,,,M,4,
500603,301206,,,,8003609903606273,JONES,HOPE,1963-06-15,F,99919,RIDGE BREAK,SQUARE,Poatina,SA,0885,AUS,136.4207,-13.8522,03685655612,,,M,4,
500604,301208,,,,8003609903606323,WILLIAMS,JARED,1966-03-29,M,99949,MAPLEBERRY,STREET,Tinaroo,TAS,6328,AUS,118.1919,-34.8336,69624845464,,,S,4,
500605,301210,,,,8003609903606372,SMITH,BROOKS,1950-05-19,M,99900,COPELAND,GLEN,Irvington,NT,3542,AUS,143.2548,-35.7557,35968527532,,,D,4,
500606,301212,,,,8003609903606414,SMITH,ESTELLE,1959-05-05,F,99915,KATHLEEN,ROAD,Woolgarlo,TAS,5555,AUS,137.8460,-33.8285,56291385964,,,M,4,
500607,301214,,,,8003609903606463,SMITH,JC,1964-01-14,M,99936,ALISA MEADOWS,TRACK,Preston Settlement,VIC,2578,AUS,150.2900,-34.6715,21116900424,,,M,4,
500608,301216,300018,,,8003609903579637,JOHNSON-JONES,ROSALINDA,2016-04-15,F,99912,BRAEMAR,AVENUE,Mingenew,VIC,4743,AUS,148.1190,-21.3530,43027340511,,,S,4,
500609,301218,,,,8003609903606562,SMITH,BONNIE,2011-05-27,F,99937,CHANNING,AVENUE,Erina Fair,QLD,3145,AUS,145.0420,-37.8811,30630199961,,,S,4,
500610,301220,,,,8003609903606604,SMITH,ANDREW,1973-12-12,M,99928,TAOS,ESPLANADE,Karratha,NT,3143,AUS,145.0194,-37.8576,39675444634,,,M,4,
500611,301222,,,,8003609903606646,JONES,LARRY,1996-03-10,M,99931,RAWLINS,VISTA,Priestdale,SA,2026,AUS,151.2816,-33.8861,20433060271,,,S,4,
500612,301224,,,,8003609903606687,SMITH,GRACIA,2012-09-17,F,99964,NEW FLAXTON,MALL,Wood Wood,NT,2707,AUS,145.6755,-34.8848,20763910215,,,S,4,
500613,301226,,,,8003609903606729,TAYLOR,THI,2010-09-02,F,99934,TROPHY,BOULEVARD,Koyuga,ACT,6067,AUS,115.8978,-31.8195,67221854544,,,S,4,
500614,301228,,,,8003609903606778,TAYLOR,KEITH,1941-10-09,M,99961,COREIANO,WAY,Portsmith,ACT,2712,AUS,145.8521,-35.8754,29195776674,,,M,4,
500615,301230,,,,8003609903606810,SMITH,ANNE,1974-10-20,F,99905,REXFORD,CRESCENT,Isis River,TAS,3249,AUS,143.5400,-38.2639,30308737763,,,D,4,
500616,301232,,,,8003609903606869,BROWN,AMBER,1952-03-12,F,99925,PINEVALE,COURT,O'Halloran Hill DC,TAS,3273,AUS,142.6879,-37.9903,31635426074,,,W,4,
500617,301234,,,,8003609903606901,JONES,JOHN,1951-08-16,M,99999,ESCALANTE,CENTREWAY,Highclere,ACT,2656,AUS,146.8740,-35.2465,28079768342,,,M,4,
500620,301240,,,,8003609903607040,SMITH,DANIEL,1946-02-21,M,99947,MORNING RIDGE,CIRCUIT,Essendon West,NT,2426,AUS,152.5716,-31.7919,25007397951,,,S,4,
500622,301244,,,,8003609903607131,TAYLOR,EVELYN,1939-04-04,F,99950,CHARTER POINTE,STREET,Meringandan West,TAS,3274,AUS,142.5346,-37.9534,30238524723,,,M,4,
500623,301246,,,,8003609903607172,BROWN,VIRGINIA,1996-04-25,F,99918,QUIET SPRING,CRUISEWAY,Kempsey,TAS,4865,AUS,145.8320,-17.0245,42980300474,,,S,4,
500624,301248,,,,8003609903607222,SMITH,NEIL,1934-09-17,M,99942,HUNTER PARK,HIGHWAY,Willalooka,ACT,4468,AUS,146.8632,-26.1143,40370350225,,,S,4,
500625,301250,,,,8003609903607263,JONES,DOROTHY,2002-12-20,F,99921,BURTON,VISTA,Redhead,TAS,4173,AUS,153.1251,-27.4736,45867055651,,,S,4,
500626,301252,,,,8003609903607305,SMITH,CHRISTINA,2001-12-23,F,99989,COLUMBIAN,CRUISEWAY,Stockyard Hill,WA,4470,AUS,146.0870,-26.7432,41845185811,,,S,4,
500627,301254,,,,8003609903607347,BROWN,ALICE,1994-01-15,F,99953,BANBURY,WAY,Bouldercombe,NSW,5350,AUS,138.8430,-34.5600,53756607522,,,M,4,
500628,301256,,,,8003609903607388,WHITE,SHIRLEY,1961-11-21,F,99930,UTWO O TWO,RIDGE,Macquarie Park,QLD,5308,AUS,140.1293,-34.6045,58974253763,,,M,4,
500629,301258,,,,8003609903607438,WILLIAMS,JEANNETTE,1981-10-22,F,99937,HARKNESS,CIRCUS,Mckellars Park,WA,5431,AUS,138.9956,-32.5044,53697134451,,,S,4,1991-07-24
500630,301260,,,,8003609903607479,WILSON,SONIA,1995-05-19,F,99902,LYNARIA,CAUSEWAY,Tanby,VIC,6507,AUS,115.7461,-30.9558,69303842731,,,S,4,
500631,301262,,,,8003609903607511,WHITE,ANA,1995-04-07,F,99950,NEIGHBOR,LANE,Trinity Beach,TAS,3140,AUS,145.3716,-37.7617,38200792352,,,S,4,
500632,301264,,,,8003609903607552,SMITH,ARTHUR,1975-06-01,M,99909,HOLT,WALKWAY,Two Mile Flat,VIC,4519,AUS,153.0563,-26.8911,46700553864,,,M,4,1988-09-10
500633,301266,,,,8003609903607602,MARTIN,DEBORAH,1968-02-15,F,99902,GREGSON,BOULEVARD,Stirling Range National Park,TAS,3264,AUS,142.8764,-38.2461,36339699014,,,S,4,
500634,301268,,300002,,8003609903579298,TAYLOR,KEVIN,2016-02-14,M,99973,PAMELA,SQUARE,Goomally,VIC,2011,AUS,151.2283,-33.8716,25833890031,,,S,4,
500635,301270,,,,8003609903607693,TAYLOR,CHRISTINE,1960-09-19,F,99938,HOLLY OAK,MALL,Tomago,NT,3995,AUS,145.5750,-38.5932,39645091534,,,M,1,
500636,301272,,300002,,8003609903579298,TAYLOR,KEVIN,2016-02-14,M,99973,PAMELA,SQUARE,Goomally,VIC,2011,AUS,151.2283,-33.8716,25833890031,,,S,4,
500637,301274,,,,8003609903607776,SMITH,SAMIRA,1966-08-08,F,99958,SPRINGHOLLOW,CLOSE,Woodanilling,NT,7306,AUS,146.1753,-41.4529,56826440323,,,S,4,1996-03-23
500639,301278,,,,8003609903607859,SMITH,RICARDO,1958-12-06,M,99970,RIGGS,PARKWAY,Deptford,WA,4216,AUS,153.3691,-27.9102,40179197254,,,M,4,
500640,301280,,,,8003609903607909,SMITH,GARFIELD,1937-05-28,M,99919,QUAIL,PLACE,Lavelle,WA,3280,AUS,142.4335,-38.3554,32586350663,,,D,4,
500641,301282,,,,8003609903607958,JOHNSON,KATHLEEN,1950-12-06,F,99928,DEEP CREEK,TERRACE,Banoon,ACT,4474,AUS,144.7197,-25.6174,45494462465,,,M,4,
500642,301284,300010,,,8003609903579462,JOHNSON-MARTIN,SHELLY,2011-08-26,F,99951,HUNTERS CREEK,CRUISEWAY,South Morang,NT,2044,AUS,151.1781,-33.9159,24976625372,,,S,4,
500643,301286,,,,8003609903608030,BROWN,PHUONG,1950-12-25,F,99979,BROCKSHIRE,WALK,Bardia,ACT,5242,AUS,138.8127,-34.9932,55082021712,,,D,4,
500644,301288,,,,8003609903608071,BROWN,BRADY,1992-07-01,M,99979,LAMPERT,CIRCLE,Dalmeny,VIC,4486,AUS,147.5111,-28.8814,49579112644,,,S,4,
500645,301290,,,,8003609903608113,JOHNSON,ALICE,1932-12-20,F,99907,FENNELL,ALLEY,Bankstown Aerodrome,QLD,7178,AUS,147.9229,-42.9385,57252621835,,,M,4,
500646,301292,,,,8003609903608162,JONES,MARK,1972-12-12,M,99927,QUAIL HOLLOW,CIRCLE,Lonsdale DC,NSW,3249,AUS,143.5454,-38.4344,32857618414,,,M,4,
500647,301294,,,,8003609903608204,MARTIN,EDWIN,1943-12-27,M,99924,NATURA,WALKWAY,Yugar,TAS,2155,AUS,150.9562,-33.7038,22865628722,,,M,4,
500648,301296,,,,8003609903608253,MARTIN,ARTHUR,1989-03-17,M,99929,SHEEPROCK,HIGHWAY,Port Giles,NSW,3467,AUS,143.4799,-37.0696,39452949123,,,S,4,
500649,301298,,,,8003609903608295,SMITH,JOANNE,1985-01-07,F,99979,SANDHURST,CRESCENT,Pallarenda,ACT,3138,AUS,145.3258,-37.7785,38076685571,,,M,4,
500650,301300,,,,8003609903608337,WILLIAMS,MATHEW,2004-06-21,M,99990,GRANITE KNOB,CONCOURSE,Hyden,VIC,4674,AUS,151.8588,-24.4189,44705207945,,,S,4,
500651,301302,300004,,,8003609903579330,SMITH (WILLIAMS),LINDA,1952-11-18,F,99962,ASPEN HAVEN,ROAD,Eildon,WA,2134,AUS,151.1041,-33.8783,23427236525,,,M,4,
500652,301304,,300010,,8003609903579462,JOHNSON,SHELLY,2011-08-26,F,99951,HUNTERS CREEK,CRUISEWAY,South Morang,NT,2044,AUS,151.1781,-33.9159,24976625372,,,S,4,
500653,301306,,,,8003609903608469,WILLIAMS,TIMOTHY,1933-02-02,M,99957,PRISTINE VIEW,WAY,Shepherds Flat,NSW,6050,AUS,115.8611,-31.9186,68244485732,,,M,4,
500654,301308,,,,8003609903608519,JONES,GLENN,1988-07-23,M,99943,AMBERVIEW,CIRCUS,Fairlight,NT,6447,AUS,122.1829,-33.4798,67874133172,,,D,4,
500655,301310,,,,8003609903608568,MARTIN,JUDY,1984-12-16,F,99990,SUNYSIDE,CENTREWAY,No. 4 Branch,VIC,5052,AUS,138.6286,-35.0114,50962163624,,,M,4,1985-12-18
500656,301312,,,,8003609903608600,WILLIAMS,TERESA,1947-09-02,F,99963,LITTLE SNOWY,CRESCENT,Gwandalan,NT,7117,AUS,147.0201,-43.2969,55241787163,,,S,4,
500657,301314,,,,8003609903608642,JOHNSON,JEFFREY,1963-11-27,M,99951,BIRCH POINT,ALLEY,Billabong,TAS,6066,AUS,115.8925,-31.8382,60275091031,,,D,4,
500658,301316,,,,8003609903608691,TAYLOR,FRANCIS,1938-12-10,F,99913,SKYRIDGE,VISTA,Brungle,QLD,6175,AUS,115.7587,-32.4447,67214805364,,,M,4,
500659,301318,,,,8003609903608741,BROWN,SHERRY,1981-07-11,F,99991,WINDERBROOK,CONCOURSE,Stones Corner,WA,2587,AUS,148.3808,-34.5392,21091948443,,,M,4,
500660,301320,,,,8003609903608790,JONES,TASHA,1986-10-12,F,99917,BOULDERMEADOW,RISE,Tahlee,WA,3835,AUS,146.1804,-38.3041,34275905924,,,M,4,
500661,301322,,,,8003609903608840,BROWN,LOIS,1942-10-03,F,99933,FOX RIDGE,VISTA,Dixvale,VIC,5156,AUS,138.6910,-35.0230,57454587715,,,S,4,
500662,301324,,,,8003609903608899,SMITH,BENJAMIN,1942-08-07,M,99945,LYNFORD,GLEN,Edenville,ACT,3583,AUS,143.6872,-35.4981,38903571645,,,M,4,
500663,301326,300000,,,8003609903579249,SMITH (WILSON),JANIE,1980-12-13,F,99959,HIGHLANDCV,TERRACE,Cornwallis,SA,4498,AUS,149.7636,-28.2225,41553023145,,,M,4,
500664,301328,,,,8003609903608980,WILLIAMS,BOBBY,1940-12-12,M,99935,FARM STATION,CONCOURSE,Alpha,TAS,2259,AUS,151.4312,-33.2787,27273999432,,,M,4,1982-03-11
500665,301330,,,,8003609903609020,SMITH,LELA,1983-09-20,F,99942,BROWN BEAR,ESPLANADE,Inkpen,VIC,2170,AUS,150.9570,-33.9436,26070816834,,,W,4,
500666,301332,,,,8003609903609079,JOHNSON,RITA,2002-01-01,F,99917,FIELD CRESCENT,CRUISEWAY,Tabbil Creek,ACT,0846,AUS,131.1674,-13.1661,07223870914,NPX09036D,WHT,S,4,
500667,301334,,,,8003609903609111,JOHNSON,MICHAEL,1942-10-22,M,99998,MEADOW PINE,WALKWAY,Lanena,WA,2127,AUS,151.0779,-33.8263,28598881915,,,M,4,
500668,301336,,,,8003609903609160,SMITH,LAURALEE,2012-07-23,F,99970,MOUNTAIN LAUREL,CIRCUIT,Stanage,TAS,5161,AUS,138.5527,-35.0881,50054807135,QSS73833E,GOL,S,4,
500669,301338,,,,8003609903609210,TAYLOR,NATALIE,1958-06-08,F,99917,INDIGO SKY,GROVE,Mount Egerton,ACT,2842,AUS,149.0528,-31.7869,25888567373,,,M,4,
500670,301340,,,,8003609903609269,WILSON,TIMOTHY,2000-03-23,M,99968,IRON BLOSSOM,RISE,Mogumber,ACT,3795,AUS,145.4413,-37.8320,36869150812,,,S,4,
500671,301342,,,,8003609903609319,WHITE,KAREN,1997-10-27,F,99999,SARALEE,CLOSE,Sunnybank South,NT,5400,AUS,138.7020,-34.4199,51809568221,,,M,4,
500672,301344,,,,8003609903609350,JOHNSON,EVANGELINA,1950-05-15,F,99943,COUNTRY BLUFF,ALLEY,Sapphiretown,QLD,3730,AUS,145.9528,-36.1020,33417749651,,,M,4,
500673,301346,,,,8003609903609400,WILSON,LEE,2013-04-07,M,99919,SWASONT,PROMENADE,Burnett Heads,WA,3054,AUS,144.9681,-37.7856,31137399044,,,S,4,
500674,301348,,,,8003609903609459,BROWN,GLENNA,1941-01-28,F,99951,CURRY PEAK,TRACK,Metz,NT,4225,AUS,153.5305,-28.1700,44515925115,,,M,4,
500675,301350,,,,8003609903609491,WILSON,JACKIE,2010-12-20,F,99944,ROSA,ROAD,East Kangaloon,VIC,4856,AUS,146.0228,-17.7465,41254495054,,,S,4,2016-11-05
500676,301352,,,,8003609903609541,SMITH,HEATHER,1965-12-18,F,99988,CRYSTAL BLUFFS,CRUISEWAY,Cambrai,NT,6504,AUS,116.0601,-31.2926,64990541474,,,M,4,
500677,301354,,,,8003609903609582,JONES,ADRIENNE,1997-08-17,F,99971,FIELD CRESCENT,HIGHWAY,Grassy Head,ACT,4800,AUS,148.6793,-20.3334,47365289814,,,M,4,
500678,301356,,,,8003609903609632,SMITH,JOSHUA,2007-01-24,M,99993,NORFOLK,PLACE,Wetheron,ACT,0847,AUS,131.8261,-13.8235,09636023323,,,S,4,
500679,301358,,,,8003609903609673,BROWN,JANNIE,1991-12-10,F,99989,AMBYR LYNN,BOULEVARD,Driver,WA,5214,AUS,138.9365,-35.5406,51092912334,,,S,4,
500680,301360,300014,,,8003609903579546,SMITH,EVERETT,1976-04-19,M,99961,STRATTON,RISE,Tiona,WA,3607,AUS,145.1787,-36.8552,37099950653,,,M,4,
500681,301362,,,,8003609903609756,BROWN,JUANA,1995-08-27,F,99952,YUMA,DRIVE,Karratha Industrial Estate,QLD,2027,AUS,151.2379,-33.8796,27616893424,,,D,4,
500683,301366,,,,8003609903609855,TAYLOR,KATHY,2014-02-04,F,99900,DISTRIBUTION,WALKWAY,Kwinana Town Centre,SA,4363,AUS,151.7400,-27.7050,41628821262,,,S,4,
500684,301368,,,,8003609903609905,TAYLOR,SHANNAN,1946-02-03,F,99936,STATEOFF,AVENUE,Cannon Hill,WA,3620,AUS,145.0177,-36.3268,36156180822,,,S,1,
500685,301370,,,,8003609903609954,MARTIN,LEANORA,1984-12-31,F,99996,COBHAM,ALLEY,Tenandra,WA,3351,AUS,143.7214,-37.6095,31749992832,,,M,4,
500686,301372,,,,8003609903610002,JONES,TONI,1994-10-17,F,99905,MACAW,PLACE,Myrniong,SA,4574,AUS,152.8206,-26.5766,49313446845,,,M,4,
500687,301374,,300018,,8003609903579637,JOHNSON,ROSALINDA,2016-04-15,F,99912,BRAEMAR,AVENUE,Mingenew,VIC,4743,AUS,148.1190,-21.3530,43027340511,,,S,4,
500688,301376,,,,8003609903610101,JONES,KATHERINE,1962-03-26,F,99932,EDITH GROVE,VIEW,Spring Ridge,VIC,6009,AUS,115.8028,-31.9791,60276180822,,,M,4,
500689,301378,,,,8003609903610150,WILLIAMS,LOUISE,1941-04-28,F,99951,PTARMIGAN GATE,LANE,Medowie,TAS,5008,AUS,138.5589,-34.8890,58307654654,,,S,4,
500690,301380,300000,,,8003609903579249,SMITH (SMITH),JANIE,1980-12-13,F,99959,HIGHLANDCV,TERRACE,Cornwallis,SA,4498,AUS,149.7636,-28.2225,41553023145,,,M,4,
500691,301382,,,,8003609903610234,WILSON,AMANDA,1979-09-23,F,99978,HLTH SCINCE CTRLOOP,RISE,Corunna,QLD,5670,AUS,134.9114,-33.6150,57022595915,,,S,4,
500692,301384,,,,8003609903610275,SMITH,LOUIS,1937-06-09,M,99942,SUPERIOR PEAK,ESPLANADE,Beloka,VIC,5351,AUS,138.8897,-34.6642,56702262074,,,M,4,
500693,301386,,,,8003609903610317,SMITH,JIMMY,1967-08-29,M,99921,BEETDIGGER,WAY,Qualco,NT,3333,AUS,144.0334,-37.8671,31010651752,,,S,4,
500694,301388,,,,8003609903610358,WILSON,LILLIAN,1934-11-27,F,99917,KEYSTONE,ALLEY,Bindi Bindi,QLD,2795,AUS,149.4136,-33.4896,20158732274,,,M,4,
500695,301390,,,,8003609903610408,JOHNSON,REGINA,1997-09-06,F,99997,WILLOWCREST,TERRACE,Cape Hillsborough,NSW,6232,AUS,115.7355,-33.3061,65667070312,,,S,4,
500696,301392,,,,8003609903610440,WILLIAMS,DONNA,1968-10-13,F,99953,WINSLOW,LANE,Flinton,SA,2427,AUS,152.7232,-31.8413,27783688333,,,S,4,
500697,301394,,,,8003609903610499,JONES,LAWRENCE,1996-06-23,M,99918,ROBINWOOD,CIRCUS,Thangool,WA,7257,AUS,148.2107,-40.3918,55072746841,QSM05472 ,NSP,S,4,2003-11-15
500698,301396,,,,8003609903610549,WILLIAMS,MARJORIE,2012-12-28,F,99966,LATOUR,CIRCUS,Burpengary DC,SA,2044,AUS,151.1684,-33.9169,28795226525,,,S,4,
500699,301398,,,,8003609903610580,JONES,JIMMY,1972-02-22,M,99961,DEER CANYON,TERRACE,Voyager Point,WA,4741,AUS,148.6775,-21.2175,47220432863,,,M,4,
500700,301400,,,,8003609903610630,TAYLOR,LUKE,1957-08-23,M,99973,YUBA,AVENUE,Koumala,NT,5033,AUS,138.5500,-34.9394,56512110975,,,M,4,
500701,301402,,,,8003609903610671,WILSON,CLARENCE,2006-03-01,M,99940,SILVERSTONE,MALL,Kyneton,WA,4738,AUS,149.3709,-21.7082,42635007723,,,S,4,
500702,301404,,,,8003609903610713,WILLIAMS,MICHAEL,1962-05-20,M,99956,GREAT BASIN,ALLEY,Helena Valley,TAS,3429,AUS,144.8007,-37.5659,33936451472,,,M,4,
500703,301406,,,,8003609903610754,JOHNSON,DEEANNA,1958-01-04,F,99990,DE MASS,DRIVE,Daglish,SA,4700,AUS,150.9696,-23.2015,47006607273,,,M,4,
500704,301408,,,,8003609903610804,MARTIN,ARCHIE,1942-09-22,M,99937,MAPLEWOOD,BOULEVARD,Karridale,NT,2176,AUS,150.8767,-33.8789,21139610373,,,M,4,
500705,301410,,,,8003609903610853,BROWN,SALLY,1976-06-04,F,99912,ROSEBUD,RISE,Keppoch,ACT,6074,AUS,116.2443,-31.9517,69085356845,,,M,4,
500706,301412,,,,8003609903610895,WHITE,BARBARA,2014-06-03,F,99995,HEREDITY,CRUISEWAY,Golden Square,QLD,2206,AUS,151.1312,-33.9249,29581804731,,,S,4,
500707,301414,,,,8003609903610937,SMITH,JUDITH,1949-03-19,F,99952,CORMORANT,CIRCUS,Cockburn Central,TAS,2050,AUS,151.1822,-33.8886,23130531045,,,M,4,
500708,301416,,,,8003609903610986,TAYLOR,TIMOTHY,1933-11-14,M,99944,SHADING,WAY,Longarm,TAS,3544,AUS,143.2387,-35.6147,34940284241,,,M,4,
500709,301418,,,,8003609903611034,WILSON,TERI,1998-06-05,F,99914,KNOWSLEY,CIRCUIT,Turallin,TAS,2296,AUS,151.7491,-32.9145,22867505541,,,S,4,
500710,301420,,,,8003609903611075,JONES,ERIC,1942-09-30,M,99933,MIDDLEFORK,PROMENADE,Winthrop,NT,5006,AUS,138.5949,-34.9090,59551163551,,,M,4,
500711,301422,,,,8003609903611125,BROWN,JILL,1986-06-14,F,99908,VILLAGE GLEN,CIRCLE,Millfield,ACT,3936,AUS,144.9597,-38.3617,39230900855,,,M,4,
500712,301424,,,,8003609903611166,WILLIAMS,ALBERT,1942-08-14,M,99931,PLUM GROVE,HIGHWAY,Munyabla,NT,7264,AUS,148.0625,-41.0344,58388004662,,,M,4,1993-05-09
500713,301426,,,,8003609903611216,JOHNSON,BRIAN,1998-02-15,M,99923,MORYWOOD,HIGHWAY,Gorae,WA,2846,AUS,149.9668,-33.0667,23832611013,,,S,4,
500714,301428,,,,8003609903611257,TAYLOR,ERNESTINE,2004-02-16,F,99946,EASTFRONTAGE,MALL,Strathbogie,TAS,6418,AUS,118.1423,-31.8600,60764571623,,,S,4,
500715,301430,,,,8003609903611307,WHITE,LOUIE,2012-07-05,M,99947,ROCKY RIDGE,PARADE,Arcadia Vale,TAS,6560,AUS,116.3808,-31.7500,66768699744,,,S,4,
500716,301432,,,,8003609903611349,SMITH,DESIREE,1950-10-10,F,99902,SERGEANT,BOULEVARD,Mooloo,VIC,2343,AUS,150.8773,-31.5444,28651695072,,,S,4,
500717,301434,,,,8003609903611380,WHITE,MATTHEW,1951-12-25,M,99968,LAKE,STRAND,Northhead,NT,2530,AUS,150.7949,-34.5068,27770055545,,,S,4,
500718,301436,,300010,,8003609903579462,JOHNSON,SHELLY,2011-08-26,F,99951,HUNTERS CREEK,CRUISEWAY,South Morang,NT,2044,AUS,151.1781,-33.9159,24976625372,,,S,4,
500719,301438,,,,8003609903611471,SMITH,STEVEN,2007-07-17,M,99926,ALBANY,PROMENADE,Fountain,ACT,2722,AUS,148.2587,-35.0630,29085694321,,,S,4,
500720,301440,,,,8003609903611521,WILLIAMS,MATTHEW,1952-11-21,M,99919,RYAN PARK,RISE,Raceview,WA,5491,AUS,138.5977,-33.2720,55401154322,,,M,4,
500722,301444,,,,8003609903611604,JONES,RAFAEL,1972-11-20,M,99978,CONSTITN,WALK,Malyalling,TAS,2876,AUS,147.9801,-33.1805,25538240134,,,M,4,
500723,301446,,,,8003609903611653,WILLIAMS,COLLIN,1960-07-25,M,99928,SCENIC VALLEY,AVENUE,Boallia,TAS,4018,AUS,153.0448,-27.3420,41781772722,,,S,4,
500724,301448,,,,8003609903611703,JONES,CAROLANN,1977-10-02,F,99999,BETTINA,PARADE,Laughtondale,NT,6043,AUS,115.3873,-31.1002,68224570033,,,M,4,
500725,301450,,,,8003609903611745,TAYLOR,PABLO,2002-01-05,M,99998,COUNTRYWOOD,RISE,Hilton Plaza,WA,2079,AUS,151.1155,-33.6649,29890451234,,,S,4,
500726,301452,,,,8003609903611786,JONES,TERRI,1994-12-22,F,99933,GOLDEN HARVEST,WAY,Yarraberb,NSW,4426,AUS,149.5672,-26.7279,47187608171,,,M,4,
500727,301454,,,,8003609903611836,WILSON,CARSON,1970-12-29,M,99925,GOLDEN MEADOWS,GLEN,Lower Hermitage,QLD,3797,AUS,145.7143,-37.8631,31904976335,,,D,4,
500728,301456,,,,8003609903611885,WILLIAMS,GENE,1951-10-11,M,99913,IRON BOBERG,CIRCLE,Areyonga,QLD,2838,AUS,147.4040,-29.3107,20468471264,,,M,1,
500729,301458,,,,8003609903611935,BROWN,EDWARD,1953-12-07,M,99991,NLTCOTTONWD,TERRACE,Koolewong,TAS,5233,AUS,138.8970,-34.8583,53562868332,,,M,4,
500730,301460,,,,8003609903611984,SMITH,HELEN,2003-05-30,F,99902,CRYSTAL VISTA,CIRCLE,Wybung,QLD,0832,AUS,130.9974,-12.5306,02809397612,,,S,4,
500731,301462,,,,8003609903612032,SMITH,CHARLOTTE,1949-03-21,F,99947,WOODSTEP,CLOSE,Deviot,VIC,4852,AUS,146.1063,-17.8614,42707040453,,,S,4,
500732,301464,,,,8003609903612073,JOHNSON,ARTHUR,1964-06-11,M,99991,STAGECOACH,RISE,Tourello,TAS,4465,AUS,147.8828,-26.0528,48096903951,,,M,4,
500734,301468,,,,8003609903612164,JOHNSON,TERRY,1986-04-10,M,99911,MARKEA,PLACE,Mendooran,SA,3584,AUS,143.6388,-35.4483,39692612874,,,M,4,
500735,301470,,300018,,8003609903579637,JOHNSON,ROSALINDA,2016-04-15,F,99912,BRAEMAR,AVENUE,Mingenew,VIC,4743,AUS,148.1190,-21.3530,43027340511,,,S,4,
500736,301472,,,,8003609903612248,TAYLOR,LATASHA,1974-02-25,F,99984,HEATHER DALE,CIRCUS,Kiama Heights,NT,3166,AUS,145.1086,-37.9074,38261223355,,,M,4,
500737,301474,,,,8003609903612289,BROWN,SETH,1971-10-02,M,99902,PICKETT,PROMENADE,Jenolan,QLD,5340,AUS,140.7809,-34.2717,56403902932,,,M,4,
500738,301476,,,,8003609903612321,SMITH,TRICIA,2016-02-05,F,99994,HAVEN HILLS,CRESCENT,Wattamondara,NT,4373,AUS,152.4271,-28.2610,41972490073,,,S,4,
500739,301478,,,,8003609903612370,WILLIAMS,DEMETRIUS,1935-07-31,M,99940,MACAW,LANE,Kumbia,NT,3718,AUS,145.5256,-37.1510,36460893724,,,M,4,
500740,301480,,,,8003609903612412,WILSON,ARTHUR,1956-11-01,M,99914,ANASAZI,PARADE,Wolgan Valley,NT,6147,AUS,115.9429,-32.0418,68695714232,,,M,4,
500741,301482,,,,8003609903612453,MARTIN,CARLIE,1992-06-09,F,99957,TOWNSEND,CIRCUIT,Crinum,VIC,6758,AUS,120.3397,-21.9571,66548845024,,,M,4,
500742,301484,,,,8003609903612503,WILLIAMS,MILDRED,1935-06-22,F,99937,KRISTIAN PINE,AVENUE,Dunville Loop,ACT,3032,AUS,144.9227,-37.7798,33534051274,,,S,4,1967-02-16
