PID,UR,AltUR,Alias,Merged,Deleted,IHI,familyName,givenName,birthdate,sex,streetNo,streetName,streetType,suburb,state,postcode,country,longitude,latitude,medicareNo,dvaNo,dvaType,married,race,deathDate
20380,12095,303252,,,,8003609903652335,JONES,ANISA,1938-03-23,M,99949,ALTITUDE,ESPLANADE,Cuttlefish Bay,TAS,3720,AUS,145.8823,-37.0117,31748268945,,,M,4,
20381,12101,302660,,,,8003609903638854,WILLIAMS,ANGELA,1942-06-10,F,99953,FAWNWOOD,VIEW,Jerusalem,ACT,7020,AUS,147.5430,-42.9809,50320978241,,,M,4,
20382,12106,305428,,,,8003609903701264,WILLIAMS,DEBBIE,2001-10-21,F,99941,MOMBO,STREET,Morn Hill,NT,4673,AUS,151.9977,-24.7441,43863833875,,,S,4,
20383,12112,305812,,,,8003609903709929,WHITE,RYAN,1972-02-05,M,99944,WALDEN GLEN,ROAD,Dumberning,TAS,4504,AUS,152.9244,-27.1869,41651120214,,,S,4,
20384,12117,302964,,,,8003609903645776,BROWN,LOTTIE,1956-07-16,F,99972,LA ROSA,LANE,Swan Island,NT,4156,AUS,153.1613,-27.5607,45468536933,V 513133E,NSP,D,4,
20385,12123,,,,,,SMITH,KELLI,1974-08-13,F,99947,FARMER,VISTA,Wuk Wuk,SA,6513,AUS,116.0931,-30.2772,63695743953,,,D,4,
20386,12129,305078,,,,8003609903579504,WILLIAMS,DONALD,1994-07-29,M,99928,AVELINE,TERRACE,Balwyn,QLD,6290,AUS,115.2132,-34.2687,69112759831,,,S,4,
20387,12134,301330,,,,8003609903609020,SMITH,LELA,1983-09-20,F,99942,BROWN BEAR,ESPLANADE,Inkpen,VIC,2170,AUS,150.9570,-33.9436,26070816834,,,W,4,
20388,12140,305662,,,,8003609903706552,WILLIAMS,TINA,1967-04-20,F,99959,MAPLE PARK,RIDGE,Beedelup,QLD,2131,AUS,151.1274,-33.8893,22350652551,,,S,4,
20389,12146,302302,,,,8003609903630836,WILLIAMS,BEVERLY,1965-05-26,F,99912,GLENN,GLEN,Mount Tomah,NT,7015,AUS,147.3542,-42.8292,53492778735,,,M,4,
20390,12151,300532,,,,8003609903591137,WILSON,WANDA,1940-03-08,F,99972,SUTTER,DRIVE,Drummond North,SA,4515,AUS,152.6604,-26.9216,20737776922,,,M,4,
20391,12156,302636,,,,8003609903638318,TAYLOR,CRAIG,1932-02-05,M,99947,MACARTHUR,CIRCUIT,Ewingsdale,SA,6020,AUS,115.7565,-31.8409,69068547134,,,D,4,
20392,12162,305620,,,,8003609903705588,MARTIN,BERNARD,1984-05-13,M,99978,GRANITE CREST,GLEN,Calivil,NSW,4155,AUS,153.1688,-27.5167,47941780271,,,M,4,
20393,12167,303782,,,,8003609903664207,BROWN,LETA,2007-03-27,F,99967,DENARLES,CIRCUS,Prahran,SA,0853,AUS,132.3802,-14.5258,07213247461,,,S,4,
20394,12172,304882,,,,8003609903688917,BROWN,SHERMAN,2004-11-16,M,99935,BO MAR,PROMENADE,Nangkita,NSW,6211,AUS,115.6429,-32.7549,61412746161,,,S,4,
20395,12178,,,,,,BROWN,JESUS,2003-08-04,M,99957,WOOD VISTA,RISE,Mcintyre,TAS,2395,AUS,149.4021,-31.5627,27780251475,,,S,4,
20396,12184,,,,,,SMITH,APRIL,1979-07-31,F,99937,FARRELL,ESPLANADE,Indulkana,TAS,2157,AUS,151.0905,-33.5003,21798579812,,,M,4,
20397,12189,301548,,,,8003609903613964,JOHNSON,JACOB,1943-11-10,M,99966,DANTA,CAUSEWAY,Boweya,WA,2390,AUS,150.0346,-30.3663,23011862512,,,S,4,
20398,12195,304656,,,,8003609903683868,JONES,EVERETT,1962-09-13,M,99974,EDGEWOOD,PARADE,Burra Creek,TAS,5092,AUS,138.6810,-34.8232,51076524235,,,W,4,
20399,12200,301800,,,,8003609903619581,SMITH,KEVIN,1992-05-17,M,99958,MAIA,HIGHWAY,Beecroft,SA,3682,AUS,146.4522,-36.2137,32854012961,,,M,4,
20400,12206,300116,,,,8003609903581864,TAYLOR,JOHN,2009-08-03,M,99903,ASPEN HAVEN,LANE,Mackay Mc,ACT,3428,AUS,144.8031,-37.6297,39956922335,,,S,4,
20401,12211,,10006,,,,SMITH,EDWARD,2008-06-25,M,99980,DEER CANYON,STREET,Wedderburn Junction,QLD,2827,AUS,148.2759,-31.6932,27680701761,,,S,4,
20402,12217,,,,,,BROWN,CARLOS,1972-01-25,M,99988,BALHAM,CAUSEWAY,Fords,VIC,2068,AUS,151.2058,-33.7986,21417845671,,,M,4,
20403,12223,303736,,,,8003609903579298,TAYLOR,KEVIN,2016-02-14,M,99973,PAMELA,SQUARE,Goomally,VIC,2011,AUS,151.2283,-33.8716,25833890031,,,S,4,
20404,12228,,,,,,WILLIAMS,JIM,2000-04-03,M,99919,SUGARFACTORY,ESPLANADE,Hassans Walls,WA,4872,AUS,145.2589,-17.1714,41633110972,NGW05163E,WHT,S,4,
20405,12234,305702,,,,8003609903707444,SMITH,MACK,1941-01-26,M,99901,LEWISPOINT,MALL,Gunns Plains,WA,2160,AUS,150.9848,-33.8339,28092124273,TGW73433 ,WHT,S,4,
20406,12240,303216,,,,8003609903651493,WILLIAMS,BEATRICE,1959-09-22,F,99927,TIMP VIEW,RISE,Heard Island,ACT,6233,AUS,115.7114,-33.1853,69901622735,,,M,4,
20407,12246,300750,,,,8003609903596029,JONES,LISA,1992-08-19,F,99905,BUILDERS,GROVE,Clontarf DC,ACT,3059,AUS,144.8730,-37.6348,31401261261,,,S,4,
20408,12252,302792,,,,8003609903641874,SMITH,BETTYE,1970-02-10,F,99922,VIBURNUM,LANE,Merriang,TAS,2765,AUS,150.9159,-33.5967,20251825513,,,S,4,
20409,12258,,,,,,SMITH,LYNDA,1998-02-08,F,99972,LUETTA,SQUARE,Ballapur,NT,6368,AUS,118.4942,-32.1920,65482075761,,,S,4,
20410,12264,303318,,,,8003609903653754,JOHNSON,PRISCILLA,1997-06-29,F,99955,DIAMOND,WAY,Cape Pillar,QLD,5010,AUS,138.5613,-34.8686,55662229965,,,S,4,
20411,12270,300132,,,,8003609903582227,WILSON,GREGORY,1996-04-16,M,99953,DUNNING,CIRCUS,Prospect Hill,TAS,2118,AUS,151.0446,-33.7745,25946569072,,,M,4,
20412,12275,,,,,,JONES,TAKISHA,1996-09-02,F,99982,BELL,RIDGE,Orchid Valley,QLD,7254,AUS,147.1698,-41.1370,58048572545,,,M,4,
20413,12281,,,,,,WILLIAMS,ADAM,1976-02-07,M,99922,TONALEA,AVENUE,Dingee,NSW,5701,AUS,137.9610,-32.5778,53125233855,,,S,4,
20414,12286,303708,,,,8003609903662508,TAYLOR,LISA,1933-05-31,F,99995,MYSTIC WELLS,CAUSEWAY,Tumbarumba,NT,3960,AUS,146.1742,-38.6118,37802822851,,,M,4,
20415,12291,305756,,,,8003609903581732,TAYLOR,CHARLES,1985-10-13,M,99951,NORA,RIDGE,Sunshine Plaza,WA,5067,AUS,138.6282,-34.9307,59569805964,,,S,4,
20416,12297,302512,,,,8003609903635587,WILSON,CORRINA,1982-12-05,M,99945,PAPPADOPULOS,HIGHWAY,Jungaburra,SA,4574,AUS,152.8205,-26.6442,32721738151,,,M,4,2012-12-13
20417,12303,305852,,,,8003609903710828,MARTIN,DIEDRE,1982-06-17,F,99984,NORTHMAIN,CAUSEWAY,Bugaldie,NT,6556,AUS,116.3316,-31.8865,59253129232,,,S,4,
20418,12308,301352,,,,8003609903609541,SMITH,HEATHER,1965-11-17,F,99988,CRYSTAL BLUFFS,CRUISEWAY,Cambrai,NT,6504,AUS,116.0601,-31.2926,64990541474,,,M,4,
20419,12314,300748,,,,8003609903595971,JONES,VERA,1977-12-21,F,99984,SAN MIQUEL,GROVE,Garners Beach,TAS,5265,AUS,139.8672,-35.6627,28703183432,,,D,4,
20420,12320,304836,,,,8003609903687901,WILSON,PETRA,1986-08-28,F,99956,MOOSE HAVEN,PARKWAY,Jarra Creek,TAS,3726,AUS,146.0702,-36.3490,39597675512,,,M,4,
20421,12325,302022,,,,8003609903624557,JONES,ANNA,1965-10-10,F,99960,SUN RIVER,PROMENADE,Byabarra,NT,3415,AUS,141.3822,-36.3718,34355025532,,,S,4,
20422,12331,302412,,,,8003609903633350,JOHNSON,CRYSTAL,2012-10-20,F,99954,LUCK,DRIVE,Trentham Cliffs,ACT,4425,AUS,149.7703,-26.4830,46914584514,,,S,4,
20423,12337,302928,,,,8003609903644944,MARTIN,STANLEY,1974-12-19,M,99985,BLUEBONNET,RISE,Brymaroo,SA,6055,AUS,115.9839,-31.8117,60892819765,,,M,4,
20424,12343,,,,,,SMITH,ROBBIE,1978-08-19,M,99918,NAYLOR FARM,PARKWAY,Blue Nobby,NT,3064,AUS,144.9884,-37.5400,38599718215,,,M,4,
20425,12349,300486,,,,8003609903590097,WILSON,ROY,1963-12-22,M,99933,DRAPER PARK,WALK,Villeneuve,TAS,2852,AUS,149.4496,-32.2253,29496713935,,,S,4,
20426,12355,304248,,,,8003609903674693,WHITE,JUDY,1990-07-15,F,99961,WINTER BERRY,CRUISEWAY,Miowera,WA,4381,AUS,151.8715,-28.7684,49590212831,,,D,4,
20427,12361,302764,,,,8003609903641213,WILLIAMS,EUGENIA,1990-09-03,F,99924,PARK MESA,CLOSE,Ducklo,NSW,5074,AUS,138.6826,-34.8820,63384095041,,,M,4,
20428,12366,305138,,,,8003609903579637,JOHNSON,ROSALINDA,2016-04-15,F,99908,FOX DEN,WAY,Butlers Gorge,WA,2371,AUS,151.5495,-29.3661,43027340511,,,S,4,
20429,12371,,,,,,SMITH,EARLINE,2009-12-01,F,99909,LABRADOR,CIRCUS,Oxley Island,NT,6050,AUS,115.8754,-31.9307,67974437342,,,S,4,
20430,12376,301564,,,,8003609903614319,SMITH,ELBA,1972-06-23,F,99962,BARONY,HIGHWAY,Tolmans Hill,ACT,3412,AUS,141.4898,-36.6561,32364893211,,,M,4,2006-07-29
20431,12381,301444,,,,8003609903611604,JONES,RAFAEL,1972-11-20,M,99978,CONSTITN,WALK,Malyalling,TAS,2876,AUS,147.9801,-33.1805,25538240134,,,M,4,
20432,12386,300632,,,,8003609903593364,WILLIAMS,VIRGINIA,2006-07-14,F,99981,HILLDON,VISTA,Woorabinda,ACT,2774,AUS,150.6378,-33.7268,21069161273,,,S,4,
20433,12392,303736,,,,8003609903579298,TAYLOR,KEVIN,2016-02-14,M,99973,PAMELA,SQUARE,Goomally,VIC,2011,AUS,151.2283,-33.8716,25833890031,,,S,4,
20434,12397,301086,,,,8003609903603585,SMITH,CHRISTINE,1984-03-31,F,99967,KNIGHTSBRIDGE,TRACK,Wendouree,NT,6084,AUS,116.1935,-31.6410,62600993172,,,M,4,
20435,12402,302866,,,,8003609903643573,BROWN,DUSTIN,1990-05-03,M,99992,DUNSINANE,GLEN,Wyongah,TAS,6147,AUS,115.9429,-32.0418,68906302652,,,M,4,
20436,12408,304890,,,,8003609903591228,WHITE,ROSEMARY,1967-03-23,F,99904,SAFARI,CAUSEWAY,Red Lion,NT,6415,AUS,118.1854,-31.3781,35427091361,,,M,4,
20437,12413,,,,,,SMITH,STEVEN,1955-01-09,M,99909,SAW TIMBER,CONCOURSE,Wandillup,NT,3147,AUS,145.0781,-37.8670,36386420644,,,S,4,
20438,12418,301050,,,,8003609903602785,TAYLOR,HARRY,1952-10-18,M,99960,GARDEN RIDGE,BOULEVARD,Anglers Rest,QLD,2067,AUS,151.1812,-33.7957,28979465045,,,M,4,
20439,12424,304606,,,,8003609903682712,JONES,MARIAN,2011-02-12,F,99938,LADY BANK,CIRCLE,Quinninup,SA,2210,AUS,151.0549,-33.9753,24256047015,,,S,4,
20440,12430,304182,,,,8003609903673240,BROWN,DEBRA,1934-05-25,F,99964,IVEY RANCH,CAUSEWAY,Denicull Creek,WA,0862,AUS,133.9040,-17.6013,05184531373,,,S,4,
20441,12436,301434,,,,8003609903611380,WHITE,MATTHEW,1951-12-25,M,99968,LAKE,STRAND,Northhead,NT,2530,AUS,150.7949,-34.5068,27770055545,,,S,4,
20442,12441,304432,,,,8003609903678868,BROWN,IRMA,2009-03-28,F,99960,LOCUST RIDGE,CENTREWAY,Colton,ACT,3786,AUS,145.3323,-37.8754,35575619773,,,S,4,
20443,12446,,10024,,,,SMITH-JONES,JULIE,2008-02-23,F,99902,ROCK HOLLOW,CENTREWAY,Leighton,TAS,6243,AUS,116.1612,-33.7188,65507050845,,,S,4,
20444,12452,300518,,,,8003609903590816,TAYLOR,ELIAS,1967-03-16,M,99947,RED NARROWS,BOULEVARD,East Barron,TAS,6255,AUS,116.0911,-33.9256,44929412374,,,W,4,
20445,12458,303172,,,,8003609903650487,WILLIAMS,CHAD,1989-02-07,M,99928,COPPER MEADOW,HIGHWAY,Woolgoolga,WA,3341,AUS,144.3046,-37.5860,39477385824,,,D,4,
20446,12463,303640,,,,8003609903660957,MARTINI,BRYAN,2001-10-10,F,99967,FALLEN PINES,HIGHWAY,Cobark,SA,7177,AUS,147.7784,-42.8835,66778021712,,,S,4,2012-07-12
20447,12468,305932,,,,8003609903581567,MARTIN-MARTIN,PEGGY,1951-03-14,F,99946,NAOMI,CIRCUIT,Younghusband,WA,4674,AUS,151.7920,-24.4141,62624476155,,,S,4,
20448,12474,304154,,,,8003609903672606,SMITH,MARION,2000-08-31,F,99986,TRANQUIL,CIRCLE,Leconfield,ACT,6157,AUS,115.7848,-32.0277,47345533041,,,S,4,
20449,12479,302296,,,,8003609903630695,SMITH,ANNA,1945-10-20,F,99959,SERENERA,COURT,Whetstone,NT,3847,AUS,146.8433,-38.2656,30505814023,,,S,4,
20450,12484,300368,,,,8003609903587465,JONES,GEOFFREY,1983-01-08,M,99915,ASPEN CREEK,GROVE,South Yunderup,VIC,2874,AUS,147.5839,-32.5637,21347183543,,,M,4,
20451,12490,301416,,,,8003609903610986,TAYLOR,TIMOTHY,1933-11-14,M,99913,PLEASANT GREEN,VISTA,Chapple Vale,WA,2572,AUS,150.5632,-34.2052,34940284241,,,M,4,
20452,12496,305936,,,,8003609903712741,JONES,MATTIE,1959-08-12,F,99978,PARTHENON,DRIVE,Castella,NSW,6414,AUS,118.1991,-31.5128,68544100835,,,M,4,
20453,12501,303588,,,,8003609903579462,JOHNSON-SMITH,SHELLY,2011-08-26,F,99963,CASTLE POINT,DRIVE,Erindale Centre,NT,2176,AUS,150.9083,-33.8737,24976625372,,,S,4,
20454,12507,300898,,,,8003609903599379,JONES,JERRY,1950-05-15,M,99990,COUNTESS,CLOSE,Brampton Island,VIC,2866,AUS,149.1219,-32.9394,31179136374,,,S,4,
20455,12512,305138,,,,8003609903579637,JOHNSON,ROSALINDA,2016-04-15,F,99908,FOX DEN,WAY,Butlers Gorge,WA,2371,AUS,151.5495,-29.3661,43027340511,,,S,4,
20456,12518,303266,,,,8003609903652632,JOHNSON,JOSEPH,2015-07-29,M,99992,ESKESEN,CLOSE,Watson,TAS,3673,AUS,146.1190,-36.5799,27412215061,,,S,4,
20457,12524,303536,,,,8003609903658597,BROWN,ELISEO,2016-01-26,M,99955,DALLIN,CIRCUS,North Plantations,VIC,2671,AUS,147.3754,-33.6566,22054969734,,,S,4,
20458,12529,302152,,,,8003609903627501,WILLIAMS,ZACHARY,1953-03-20,M,99988,LIESEL,CAUSEWAY,Lincoln National Park,TAS,3752,AUS,145.0860,-37.6377,31757478031,,,S,4,
20459,12534,,,,,,SMITH,PETER,1964-06-08,M,99971,CARDIFF,PARKWAY,Tallimba,QLD,3026,AUS,144.7873,-37.8336,36317008064,,,M,4,
20460,12539,,,10006,,,SMITH,BILL,2008-06-25,M,99980,DEER CANYON,STREET,Wedderburn Junction,QLD,2827,AUS,148.2759,-31.6932,27680701761,,,S,4,
20461,12544,305978,,,,8003609903579587,JONES-WILLIAMS,MARY,2011-03-21,F,99984,WILLOW GREEN,CLOSE,Narrakine,VIC,2632,AUS,149.2742,-36.9717,37592625965,,,S,4,
20462,12549,,,,,,JONES,MICHAEL,1950-10-01,M,99965,ALBURY,AVENUE,Morangarell,QLD,6799,AUS,96.84509,-12.1580,61441628855,,,M,4,
20463,12554,304264,,,,8003609903675054,SMITH,MIRIAM,1997-08-01,F,99931,DUKEWATER,CIRCUIT,Koorawatha,ACT,4128,AUS,153.1754,-27.6506,35812661421,NGW44146C,UNK,S,4,
20464,12560,303284,,,,8003609903653028,BROWN,SUSIE,1937-06-21,F,99999,KIRSTYS,PROMENADE,Hepburn Springs,NT,2061,AUS,151.2115,-33.8469,25372040144,,,S,4,
20465,12566,300822,,,,8003609903597654,WHITE,ELOISE,1948-03-01,F,99912,HIGH CANYON,CRESCENT,Lake Hume Village,NT,5018,AUS,138.4908,-34.7865,51023527175,,,W,4,
20466,12571,304054,,,,8003609903670378,TAYLOR,LINDA,1995-05-24,F,99913,SMALLWOOD,PARKWAY,Tabragalba,TAS,2824,AUS,147.6554,-31.2778,29687141072,,,S,4,
20467,12576,300926,,,,8003609903600011,SMITH,SHEREE,2004-09-25,F,99972,WHISPER BEND,VISTA,Tyrendarra East,ACT,2354,AUS,151.4497,-30.8488,21592320665,,,S,4,
20468,12581,305652,,,,8003609903706305,SMITH,MARI,1975-01-04,F,99965,HASTINGS,CAUSEWAY,Boambee,SA,4376,AUS,151.9334,-28.5546,43098021513,,,M,4,
20469,12586,300444,,,,8003609903589149,SMITH,BLANCA,1957-09-05,F,99952,COPPER DALE,DRIVE,Coolbinia,TAS,3355,AUS,143.8158,-37.5469,36425455411,,,M,4,
20470,12591,300864,,,,8003609903598603,WHITE,TRACY,2011-02-05,F,99993,FOUR SOX,TRACK,Chilcotts Grass,TAS,4120,AUS,153.0492,-27.5067,46279605163,,,S,4,2016-05-08
20471,12597,302552,,,,8003609903636452,SMITH,JEFF,1955-10-10,M,99934,WINTERBOURNE,HIGHWAY,Kialla West,NT,4211,AUS,153.1932,-28.1311,49500758441,,,M,4,
20472,12602,304308,,,,8003609903676078,WILLIAMS,TIANA,2003-06-17,F,99931,SALT GRASS,MALL,Mount Riverview,TAS,3433,AUS,144.7850,-37.3932,37988060964,,,S,4,
20473,12608,300596,,,,8003609903592580,WILLIAMS,MARVIN,1950-10-02,U,99976,MARANO,VIEW,Namoi River,NT,3636,AUS,145.4861,-36.1650,36756500652,,,M,4,
20474,12613,305606,,,,8003609903579413,JOHNSON,FRED,1994-07-25,M,99980,ROSEDALE,VISTA,Lalor,ACT,5033,AUS,138.5658,-34.9321,59507559551,,,M,4,
20475,12618,301972,,,,8003609903579546,SMITH,PAUL,1976-04-19,M,99961,STRATTON,RISE,Tiona,WA,3607,AUS,145.1787,-36.8552,37099950653,,,M,4,
20476,12623,303566,,,,8003609903659264,BROWN,CECIL,1942-09-04,M,99911,CART PATH,CIRCUIT,Goolma,ACT,5116,AUS,138.7336,-34.6181,31785666651,,,M,4,
20477,12628,305388,,,,8003609903700399,TAYLOR,PAULETTE,1935-04-10,F,99947,OLD ROSEBUD,CIRCUIT,Guthridge,NT,2370,AUS,151.7045,-29.7189,25664322825,,,W,4,
20478,12633,,,,,,JONES,MARVIN,1968-11-24,M,99900,ICE SKATE,HIGHWAY,Brooms Head,TAS,6525,AUS,114.9355,-29.3015,63891628751,,,M,4,
20479,12638,300858,,,,8003609903598462,BROWN,MARY,1936-10-30,F,99994,ELK COTTAGE,COURT,Yoting,TAS,4497,AUS,148.7991,-28.5461,48285094835,,,M,4,
20480,12643,,,,,8003609903582367,WILLIAMS,DOROTHY,2010-08-12,F,99965,GODATIA,RISE,Pearsall,ACT,4359,AUS,152.1136,-27.7755,40249501755,,,S,4,
20481,12648,300378,,,,8003609903587697,TAYLOR,MARY,1963-10-20,F,99951,LARK MEADOW,STREET,Pillar Valley,WA,4715,AUS,150.3576,-24.3348,45093399623,,,M,4,
20482,12654,,,,,,JONES,CHRIS,1995-09-13,M,99936,MAJESTIC,GROVE,Maroon,TAS,3284,AUS,142.1091,-38.2031,38374450253,,,S,4,
20483,12659,,,,,,SMITH,DARRELL,1969-09-27,M,99912,STERNWOOD,HIGHWAY,Anambah,NT,6632,AUS,115.3152,-28.5677,65568162145,,,M,4,
20484,12665,303878,,,,8003609903666376,SMITH,ORA,1972-05-24,F,99940,BRANDING IRON,SQUARE,Cutella,NT,3434,AUS,144.6447,-37.3979,31058982074,,,D,4,
20485,12670,305120,,,,8003609903694295,SMITH,MELVIN,1946-08-02,M,99962,ABBOTSBURY,PROMENADE,Salter Point,SA,2785,AUS,150.2566,-33.7494,22386544672,,,M,4,
20486,12676,,,,,8003609903582425,SMITH,KATIE,2009-07-23,F,99974,SUNNY RIVER,TERRACE,Buraminya,QLD,2305,AUS,151.6944,-32.9270,21245631861,,,S,4,
20487,12681,,,,,,SMITH,CLAUDE,1948-03-21,M,99976,PARK WOOD,CAUSEWAY,Seaford Meadows,WA,2359,AUS,151.0043,-30.0965,25476915324,,,M,4,
20488,12686,,,,,,SMITH,WARREN,1970-07-03,M,99911,TERRACE RIDGE,WALK,Renison Bell,SA,3928,AUS,144.9671,-38.4021,35930470955,,,M,4,
20489,12692,305940,,,,8003609903615423,SMITH,AMANDA,1972-09-30,F,99980,COTTAGE PINES,ROAD,Kellys Plains,SA,6575,AUS,116.3697,-30.3978,69363615164,,,M,4,
20490,12697,305810,,,,8003609903703799,WHITE,KARL,1958-10-31,M,99957,BLACKSHEAR,WALKWAY,Capertee,WA,3940,AUS,144.8747,-38.3728,30107732763,,,M,4,
20491,12703,,10035,,,,SMITH (SMITH),JAYNE,1972-12-23,F,99965,BRIDGETON,GLEN,Cheynes,QLD,3987,AUS,145.6818,-38.3070,44835606653,,,M,4,
20492,12708,304370,,,,8003609903677472,JOHNSON,CARMAN,1964-08-23,F,99945,CLIFF,TERRACE,Alonnah,QLD,2316,AUS,152.0749,-32.7661,26659586152,,,S,4,
20493,12713,302728,,,,8003609903640413,SMITH,SYLVIA,1963-12-23,F,99984,ST IVES,CRESCENT,Back Forest,NT,3781,AUS,145.5090,-37.9318,48316209124,,,S,4,
20494,12718,304706,,,,8003609903684973,SMITH,ROSARIO,1939-12-12,F,99901,VISTA MONTANA,PLACE,Glen Alice,WA,5355,AUS,138.8773,-34.4741,20931964823,,,W,4,
20495,12723,305036,,,,8003609903579587,JONES-SMITH,MARY,2011-03-21,F,99962,TYSONBROOK,CONCOURSE,Mindarra,NT,3178,AUS,145.2363,-37.9258,37592625965,,,S,4,
20496,12729,305102,,,,8003609903693891,JONES,DUANE,1991-05-21,M,99952,KARALYNN,GLEN,Fitzgerald River National Park,NT,3162,AUS,145.0249,-37.8946,36804406765,,,W,4,
20497,12735,305674,,,,8003609903706800,JOHNSON,TREVOR,1992-11-11,M,99982,CABERNET,AVENUE,Coaldale,WA,4161,AUS,153.2291,-27.5321,43149771431,,,W,4,
20498,12741,302568,,,,8003609903636809,WILSON,BRANDON,1997-03-29,M,99966,ENSENADA,CLOSE,Mount Tyson,TAS,3758,AUS,145.0478,-37.3812,38734132932,,,S,4,
20499,12747,305412,,,,8003609903700928,WILSON,AARON,1949-02-25,M,99941,SPYGLASS,CRESCENT,Whirily,NT,2569,AUS,150.7129,-34.1953,25648940841,,,M,4,
20500,12752,,,,,,WILLIAMS,ERICA,1986-04-30,F,99958,REDHAWK,PARADE,Nunderi,TAS,6149,AUS,115.8679,-32.0768,67926670161,,,M,4,
20501,12757,304750,,,,8003609903685988,SMITH,ELEANOR,2014-09-28,F,99965,SILKWOOD,GLEN,Norwell,WA,5232,AUS,138.8275,-34.8582,31973460954,,,S,4,
20502,12763,302524,,,,8003609903635843,SMITH,MARGUERITE,1956-10-10,F,99930,BRIDLE OAK,ALLEY,Cams Wharf,NT,6223,AUS,115.8439,-33.1775,66482140761,,,W,1,
20503,12768,,,,,,WILLIAMS,ROGELIO,2011-09-24,M,99957,CARDIGAN,WALK,Bellawongarah,WA,3276,AUS,142.4561,-38.1518,30380413215,,,S,4,
20504,12774,,,10030,,8003609903579249,SMITH,ROLF,2007-01-10,M,99991,OLIVIA,CRUISEWAY,Whittington,QLD,5471,AUS,138.4578,-33.4623,59143633414,,,S,4,
20505,12780,301922,,,,8003609903622304,TAYLOR,KELLY,1990-10-27,F,99951,MAVERICK,PARKWAY,South Gladstone,ACT,2530,AUS,150.7170,-34.5399,54024944044,,,M,4,
20506,12786,305084,,,,8003609903693461,SMITH,FREDDIE,1955-05-16,M,99976,CALICO,CIRCUIT,Macleay Island,WA,3147,AUS,145.0781,-37.8670,34906730645,,,M,4,
20507,12791,304508,,,,8003609903680526,WHITE,OPAL,1948-06-24,F,99966,BLUEBELL,PROMENADE,Mullewa,NT,2519,AUS,150.8787,-34.4006,25532804134,,,M,4,
20508,12797,302544,,,,8003609903636288,SMITH,LORINE,1993-12-11,F,99986,VILLA PARK,VIEW,Croydon North,QLD,2456,AUS,153.1951,-30.0845,25085096163,,,M,4,
20509,12803,,,,,,SMITH,CARL,1941-08-03,M,99946,PANAMA,STRAND,Racecourse Bay,NT,2405,AUS,149.6250,-29.0225,25941431975,,,M,4,
20510,12808,,,,,,BROWN,TOMMY,1932-10-09,F,99962,PRESIDENTIAL,CIRCUS,Lobethal,ACT,4060,AUS,152.9827,-27.4429,41565758914,,,M,1,
20511,12813,,,,,,SMITH,TAMMY,2012-02-10,F,99926,GRAYROCK,WALK,Emerald Hill,NT,6084,AUS,116.0734,-31.7191,63906006831,,,S,4,
20512,12818,300180,,,,8003609903583258,BROWN,DIANA,1950-05-31,F,99931,IVEY,DRIVE,Ballandean,ACT,3809,AUS,145.4086,-38.0507,31750191545,,,M,4,
20513,12824,304834,,,,8003609903581732,TAYLOR,TIM,1985-08-13,M,99951,NORA,RIDGE,Sunshine Plaza,WA,5067,AUS,138.6282,-34.9307,59569805964,,,S,4,
20514,12829,304118,,,,8003609903671780,BROWN,JOSE,2004-06-13,F,99987,SUMMER STONE,CRUISEWAY,Greenlake,VIC,2536,AUS,150.2154,-35.6100,29078965473,,,S,4,
20515,12835,304438,,,,8003609903679015,JOHNSON,ESTELLA,2007-09-10,F,99995,EMERIL,COURT,Kooroocheang,TAS,6512,AUS,116.0755,-30.4628,61146779931,,,S,4,2014-08-02
20516,12840,,,,,,JONES,TERRA,1969-04-22,F,99924,DANISH DOWNES,CIRCUIT,Braemar Bay,ACT,5304,AUS,140.8896,-34.9254,51499731723,,,S,4,
20517,12846,304176,,,,8003609903673091,MARTIN,YVONNE,1998-05-23,F,99922,CALADORA,COURT,Wentworth Falls,TAS,3941,AUS,144.8118,-38.3869,33023841471,,,S,4,
20518,12852,,,,,,BROWN,DOROTHY,1998-12-17,F,99904,ALEXANDERPARK,HIGHWAY,Sarina Beach,NT,3111,AUS,145.1850,-37.7867,32055225462,,,S,4,
20519,12857,302026,,,,8003609903624656,MARTIN,BRIAN,1970-08-29,M,99971,ENGLISH OAKS,CRESCENT,Burnt Bridge,SA,3818,AUS,145.8923,-38.1213,20201344064,,,S,4,
20520,12863,303834,,,,8003609903665360,WILSON,SAMANTHA,2005-09-21,F,99966,CRYSTAL VISTA,LANE,De Mole River,ACT,3026,AUS,144.7873,-37.8336,34771487941,SP089784E,UNK,S,4,
20521,12869,303352,,,,8003609903654513,SMITH,PATTI,1994-07-28,F,99910,AROSA,CIRCUS,Ashmore,NT,5604,AUS,136.2987,-34.0827,53723962154,,,S,4,
20522,12875,300612,,,,8003609903592937,MARTIN,JOEL,1938-09-17,F,99980,CAMELOT,CONCOURSE,Tingalpa Bc,TAS,3004,AUS,144.9783,-37.8268,37676024552,,,M,4,
20523,12880,301124,,,,8003609903604427,MARTIN,PETER,1933-02-06,M,99946,BRIDLEBROOK,CIRCUS,Lanskey,WA,2283,AUS,151.5766,-33.0498,26630701951,,,M,4,
